ID,Airline name ,Travel,Time,Stops,Ticket prize(Doller),Depreture  Airport,Depreture Time,1st Stoppage Waiting Hour,1st Stoppage,2nd StoppageWaiting Time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date
1754,Emirates,16h,20m,1,863,BOM,03:35p,8h 0m,DXB,,,,,MLE,07:25a,   Apr 8
1755,Emirates,12h,35m,1,863,BOM,07:20p,4h 20m,DXB,,,,,MLE,07:25a,   Apr 8
1756,Qatar,12h,10m,1,850,BOM,04:10a,3h 50m,DOH,,,,,MLE,07:25a,
1757,Multiple,30h,40m,2,815,BOM,05:15a,4h 25m,MAA,17h 50m,KUL,,,BKK,01:25p,   Apr 8
1758,Multiple,27h,30m,2,815,BOM,05:15a,4h 25m,MAA,14h 40m,KUL,,,BKK,10:15a,   Apr 8
1759,Multiple,17h,45m,2,805,BOM,06:10p,3h 35m,MAA,5h 40m,KUL,,,BKK,01:25p,   Apr 8
1760,Multiple,17h,30m,2,805,BOM,03:15p,6h 40m,MAA,2h 30m,KUL,,,BKK,10:15a,   Apr 8
1761,Multiple,14h,35m,2,805,BOM,06:10p,3h 35m,MAA,2h 30m,KUL,,,BKK,10:15a,   Apr 8
1762,Cathay Pacific,11h,20m,1,757,BOM,10:40p,2h 30m,HKG,,,,,BKK,11:30a,   Apr 8
1763,Multiple,15h,55m,2,749,BOM,05:25p,3h 55m,DEL,3h 10m,HAN,,,BKK,10:50a,   Apr 8
1764,Multiple,13h,35m,2,748,BOM,07:45p,1h 40m,DEL,3h 10m,HAN,,,BKK,10:50a,   Apr 8
1765,Hahn Air Systems,23h,5m,2,734,BOM,07:20p,9h 25m,DEL,6h 50m,CCU,,,BKK,07:55p,   Apr 8
1766,Hahn Air Systems,22h,0m,2,734,BOM,08:25p,8h 35m,DEL,6h 50m,CCU,,,BKK,07:55p,   Apr 8
1767,Hahn Air Systems,20h,40m,2,734,BOM,09:45p,6h 55m,DEL,6h 50m,CCU,,,BKK,07:55p,   Apr 8
1768,Hahn Air Systems,20h,0m,2,734,BOM,06:40a,9h 40m,DEL,3h 15m,CCU,,,BKK,04:10a,   Apr 8
1769,Multiple,18h,0m,2,731,BOM,01:15p,2h 0m,KUL,7h 5m,SIN,,,BKK,08:45a,   Apr 8
1770,Multiple,29h,55m,2,715,BOM,01:15p,10h 45m,KUL,10h 10m,SIN,,,BKK,08:40p,   Apr 8
1771,Multiple,29h,55m,2,715,BOM,01:15p,2h 0m,KUL,19h 5m,SIN,,,BKK,08:40p,   Apr 8
1772,Emirates,24h,25m,1,706,BOM,03:35p,16h 50m,DXB,,,,,MLE,03:50p,   Apr 8
1773,Emirates,20h,40m,1,706,BOM,07:20p,13h 10m,DXB,,,,,MLE,03:30p,   Apr 8
1774,Emirates,17h,40m,1,706,BOM,10:20p,10h 5m,DXB,,,,,MLE,03:30p,   Apr 8
1775,Emirates,23h,50m,1,695,BOM,10:10a,16h 40m,DXB,,,,,MLE,03:30p,   Apr 8
1776,Emirates,18h,25m,1,695,BOM,03:35p,11h 0m,DXB,,,,,MLE,09:30a,   Apr 8
1777,Emirates,14h,40m,1,695,BOM,07:20p,7h 20m,DXB,,,,,MLE,09:30a,   Apr 8
1778,Emirates,11h,40m,1,695,BOM,10:20p,4h 15m,DXB,,,,,MLE,09:30a,   Apr 8
1779,Flydubai,9h,50m,1,606,BOM,05:20a,2h 15m,DXB,,,,,MLE,07:25a,
1780,Flydubai,26h,55m,1,606,BOM,05:20a,19h 5m,DXB,,,,,MLE,09:30a,   Apr 8
1781,Flydubai,26h,35m,1,606,BOM,05:20a,18h 15m,DXB,,,,,MLE,07:45a,   Apr 8
1782,Vistara,25h,20m,2,574,BOM,11:25a,1h 40m,GOI,15h 20m,DEL,,,BKK,02:15p,   Apr 8
1783,Multiple,9h,25m,2,569,BOM,05:30a,3h 15m,COK,2h 0m,CMB,,,MLE,02:40p,
1784,APG Airilines,12h,40m,1,556,BOM,10:50p,5h 50m,HAN,,,,,BKK,01:00p,   Apr 8
1785,Multiple,27h,15m,2,555,BOM,05:30a,3h 15m,COK,19h 50m,CMB,,,MLE,02:25p,   Apr 8
1786,Multiple,26h,55m,2,555,BOM,12:00p,20h 15m,COK,2h 0m,CMB,,,MLE,08:15a,   Apr 8
1787,Multiple,21h,45m,2,555,BOM,05:10p,14h 55m,COK,2h 0m,CMB,,,MLE,02:25p,   Apr 8
1788,Air India,10h,15m,2,554,BOM,06:00a,2h 20m,HYD,2h 40m,BLR,,,MLE,02:25p,
1789,Cathay Pacific,9h,50m,1,550,BOM,10:40p,1h 0m,HKG,,,,,BKK,10:00a,   Apr 8
1790,Cathay Pacific,20h,25m,1,550,BOM,10:40p,11h 35m,HKG,,,,,BKK,08:35p,   Apr 8
1791,Cathay Pacific,17h,50m,1,550,BOM,10:40p,8h 55m,HKG,,,,,BKK,06:00p,   Apr 8
1792,Cathay Pacific,16h,20m,1,550,BOM,10:40p,7h 25m,HKG,,,,,BKK,04:30p,   Apr 8
1793,Air India,6h,55m,1,548,BOM,09:20a,2h 55m,BLR,,,,,MLE,03:45p,
1794,Vistara,25h,20m,2,530,BOM,11:25a,9h 10m,GOI,7h 45m,DEL,,,BKK,02:15p,   Apr 8
1795,Air India,11h,0m,2,530,BOM,05:15a,3h 50m,MAA,1h 45m,BLR,,,MLE,03:45p,
1796,Hahn Air Systems,30h,10m,1,514,BOM,07:20p,23h 35m,DEL,,,,,BKK,03:00a,   Apr 9
1797,Hahn Air Systems,29h,5m,1,514,BOM,08:25p,22h 45m,DEL,,,,,BKK,03:00a,   Apr 9
1798,Hahn Air Systems,27h,45m,1,514,BOM,09:45p,21h 5m,DEL,,,,,BKK,03:00a,   Apr 9
1799,Hahn Air Systems,18h,50m,1,514,BOM,06:40a,12h 20m,DEL,,,,,BKK,03:00a,   Apr 8
1800,Hahn Air Systems,20h,35m,1,511,BOM,06:05a,15h 10m,CCU,,,,,BKK,04:10a,   Apr 8
1801,Hahn Air Systems,12h,20m,1,511,BOM,06:05a,7h 5m,CCU,,,,,BKK,07:55p,
1802,Srilankan,8h,5m,1,490,BOM,08:40p,2h 5m,CMB,,,,,BKK,06:15a,   Apr 8
1803,Multiple,33h,20m,2,490,BOM,11:00a,21h 45m,HYD,6h 45m,CMB,,,MLE,03:45p,   Apr 8
1804,Multiple,27h,55m,2,490,BOM,11:00a,21h 45m,HYD,1h 20m,CMB,,,MLE,07:50p,   Apr 8
1805,Multiple,24h,5m,2,490,BOM,08:15p,12h 30m,HYD,6h 45m,CMB,,,MLE,02:25p,   Apr 8
1806,Multiple,18h,40m,2,490,BOM,08:15p,12h 30m,HYD,1h 20m,CMB,,,MLE,07:50p,   Apr 8
1807,Multiple,9h,40m,2,467,BOM,05:15a,2h 40m,MAA,2h 5m,CMB,,,MLE,02:25p,
1808,Multiple,33h,40m,2,467,BOM,05:15a,8h 45m,MAA,20h 0m,CMB,,,MLE,02:25p,   Apr 8
1809,Multiple,27h,30m,2,467,BOM,05:15a,2h 40m,MAA,19h 55m,CMB,,,MLE,08:15a,   Apr 8
1810,Multiple,27h,30m,2,467,BOM,05:15a,8h 45m,MAA,13h 50m,CMB,,,MLE,02:25p,   Apr 8
1811,Multiple,23h,45m,2,467,BOM,09:00a,5h 5m,MAA,13h 50m,CMB,,,MLE,08:15a,   Apr 8
1812,Multiple,23h,40m,2,467,BOM,03:15p,16h 45m,MAA,2h 5m,CMB,,,MLE,08:15a,   Apr 8
1813,Multiple,20h,45m,2,467,BOM,06:10p,13h 40m,MAA,2h 5m,CMB,,,MLE,02:25p,   Apr 8
1814,Multiple,15h,55m,2,467,BOM,11:00p,9h 10m,MAA,2h 5m,CMB,,,MLE,02:25p,   Apr 8
1815,Gulf Air Company,24h,5m,1,456,BOM,06:30a,15h 35m,BAH,,,,,MLE,02:25p,   Apr 8
1816,Gulf Air Company,34h,15m,1,448,BOM,09:45p,23h 20m,BAH,,,,,BKK,09:30a,   Apr 9
1817,Vistara,22h,45m,2,444,BOM,02:00p,3h 25m,CCU,9h 45m,DEL,,,BKK,02:15p,   Apr 8
1818,Vistara,18h,55m,2,421,BOM,05:50p,1h 15m,MAA,8h 20m,DEL,,,BKK,02:15p,   Apr 8
1819,Hahn Air Systems,12h,40m,1,420,BOM,10:50p,5h 50m,HAN,,,,,BKK,01:00p,   Apr 8
1820,Air India,9h,30m,1,412,BOM,06:45a,5h 25m,BLR,,,,,MLE,03:45p,
1821,Air India,12h,15m,1,412,BOM,04:00a,8h 15m,BLR,,,,,MLE,06:05a,
1822,Hahn Air Systems,17h,15m,1,410,BOM,10:50p,10h 25m,HAN,,,,,BKK,05:35p,   Apr 8
1823,Vistara,30h,50m,2,401,BOM,05:55a,2h 0m,BLR,19h 45m,DEL,,,BKK,02:15p,   Apr 8
1824,Vistara,29h,45m,2,401,BOM,07:00a,9h 55m,BLR,11h 0m,DEL,,,BKK,02:15p,   Apr 8
1825,Vistara,29h,45m,2,401,BOM,07:00a,55m,BLR,19h 45m,DEL,,,BKK,02:15p,   Apr 8
1826,Cathay Pacific,31h,5m,1,399,BOM,01:25a,22h 10m,HKG,,,,,BKK,10:00a,   Apr 8
1827,Multiple,34h,35m,2,398,BOM,09:45a,22h 30m,COK,7h 25m,CMB,,,MLE,03:45p,   Apr 8
1828,Multiple,16h,5m,1,387,BOM,08:40p,12h 20m,CMB,,,,,MLE,07:50p,   Apr 8
1829,Air India,23h,50m,2,386,BOM,06:15p,1h 55m,AMD,14h 10m,DEL,,,BKK,07:35p,   Apr 8
1830,Air India,23h,50m,2,386,BOM,06:15p,11h 55m,AMD,4h 20m,DEL,,,BKK,07:35p,   Apr 8
1831,Cathay Pacific,17h,40m,1,384,BOM,01:25a,8h 45m,HKG,,,,,BKK,08:35p,
1832,Cathay Pacific,15h,5m,1,384,BOM,01:25a,6h 5m,HKG,,,,,BKK,06:00p,
1833,Cathay Pacific,13h,35m,1,384,BOM,01:25a,4h 35m,HKG,,,,,BKK,04:30p,
1834,Vistara,20h,15m,2,382,BOM,04:30p,2h 30m,AMD,10h 25m,DEL,,,BKK,02:15p,   Apr 8
1835,Multiple,32h,10m,2,370,BOM,06:45a,7h 10m,MAA,20h 0m,CMB,,,MLE,12:15p,   Apr 8
1836,Multiple,26h,30m,2,370,BOM,05:50p,14h 10m,MAA,7h 30m,CMB,,,MLE,07:50p,   Apr 8
1837,Multiple,26h,30m,2,370,BOM,05:50p,20h 15m,MAA,1h 25m,CMB,,,MLE,02:25p,   Apr 8
1838,Multiple,26h,0m,2,370,BOM,06:45a,7h 10m,MAA,13h 50m,CMB,,,MLE,07:50p,   Apr 8
1839,Multiple,23h,20m,2,370,BOM,09:00p,11h 0m,MAA,7h 30m,CMB,,,MLE,07:50p,   Apr 8
1840,Multiple,23h,20m,2,370,BOM,09:00p,17h 5m,MAA,1h 25m,CMB,,,MLE,08:15a,   Apr 8
1841,Multiple,21h,5m,2,370,BOM,05:50p,14h 10m,MAA,2h 5m,CMB,,,MLE,07:50p,   Apr 8
1842,Multiple,17h,55m,2,370,BOM,09:00p,11h 0m,MAA,2h 5m,CMB,,,MLE,02:25p,   Apr 8
1843,Vistara,17h,0m,1,369,BOM,07:45p,10h 30m,DEL,,,,,BKK,02:15p,   Apr 8
1844,Vistara,26h,0m,2,368,BOM,10:45a,8h 20m,HYD,9h 40m,DEL,,,BKK,02:15p,   Apr 8
1845,Vistara,26h,0m,2,368,BOM,10:45a,1h 5m,HYD,16h 50m,DEL,,,BKK,02:15p,   Apr 8
1846,Vistara,26h,0m,2,368,BOM,10:45a,5h 30m,HYD,12h 30m,DEL,,,BKK,02:15p,   Apr 8
1847,Multiple,33h,35m,2,353,BOM,10:45a,22h 5m,HYD,6h 45m,CMB,,,MLE,02:25p,   Apr 8
1848,Multiple,29h,10m,2,353,BOM,09:45a,22h 30m,COK,2h 0m,CMB,,,MLE,07:50p,   Apr 8
1849,Multiple,28h,10m,2,353,BOM,10:45a,22h 5m,HYD,1h 20m,CMB,,,MLE,02:25p,   Apr 8
1850,Multiple,25h,10m,2,353,BOM,07:10p,13h 20m,HYD,6h 45m,CMB,,,MLE,02:25p,   Apr 8
1851,Multiple,21h,40m,2,353,BOM,10:40p,10h 10m,HYD,6h 45m,CMB,,,MLE,07:50p,   Apr 8
1852,Multiple,19h,45m,2,353,BOM,07:10p,13h 20m,HYD,1h 20m,CMB,,,MLE,07:50p,   Apr 8
1853,Multiple,16h,15m,2,353,BOM,10:40p,10h 10m,HYD,1h 20m,CMB,,,MLE,02:25p,   Apr 8
1854,Vistara,30h,10m,2,349,BOM,06:35a,55m,AMD,22h 0m,DEL,,,BKK,02:15p,   Apr 8
1855,Vistara,30h,10m,2,349,BOM,06:35a,7h 50m,AMD,15h 30m,DEL,,,BKK,02:15p,   Apr 8
1856,Vistara,19h,20m,1,337,BOM,05:25p,12h 45m,DEL,,,,,BKK,02:15p,   Apr 8
1857,Vistara,18h,15m,1,337,BOM,06:30p,11h 45m,DEL,,,,,BKK,02:15p,   Apr 8
1858,Vistara,16h,5m,1,337,BOM,08:40p,9h 30m,DEL,,,,,BKK,02:15p,   Apr 8
1859,Air India,4h,25m,Non,328,BOM,01:50a,,,,,,,BKK,07:45a,
1860,Malindo,16h,25m,1,298,BOM,11:15p,8h 45m,KUL,,,,,BKK,05:10p,   Apr 8
1861,Malindo,10h,20m,1,298,BOM,11:15p,2h 40m,KUL,,,,,DMK,11:05a,   Apr 8
1862,Vistara,30h,15m,1,296,BOM,06:30a,23h 50m,DEL,,,,,DMK,02:15p,   Apr 8
1863,Malaysian,26h,35m,1,296,BOM,01:15p,18h 55m,KUL,,,,,BKK,05:20p,   Apr 8
1864,Malaysian,25h,35m,1,296,BOM,01:15p,18h 0m,KUL,,,,,BKK,04:20p,   Apr 8
1865,Vistara,23h,55m,1,296,BOM,12:50p,17h 40m,DEL,,,,,BKK,02:15p,   Apr 8
1866,Malaysian,22h,40m,1,296,BOM,01:15p,15h 5m,KUL,,,,,BKK,01:25p,   Apr 8
1867,Vistara,21h,0m,1,296,BOM,03:45p,14h 15m,DEL,,,,,BKK,02:15p,   Apr 8
1868,Vistara,14h,50m,1,296,BOM,09:55p,8h 15m,DEL,,,,,BKK,02:15p,   Apr 8
1869,Vistara,13h,55m,1,296,BOM,10:50p,7h 20m,DEL,,,,,BKK,02:15p,   Apr 8
1870,Malaysian,19h,30m,1,286,BOM,01:15p,11h 55m,KUL,,,,,BKK,10:15a,   Apr 8
1871,IndiGo,8h,10m,1,269,BOM,07:00a,4h 25m,BLR,,,,,MLE,02:25p,   Apr 8
1872,IndiGo,12h,10m,1,265,BOM,02:30a,5h 40m,DEL,,,,,BKK,04:10p,
1873,IndiGo,9h,40m,1,257,BOM,05:00a,3h 5m,DEL,,,,,BKK,04:10p,
1874,IndiGo,9h,5m,1,254,BOM,06:05a,5h 15m,BLR,,,,,MLE,02:40p,   Apr 8
1875,IndiGo,7h,25m,1,254,BOM,07:45a,3h 35m,BLR,,,,,MLE,02:40p,   Apr 8
1876,IndiGo,6h,40m,1,254,BOM,08:30a,2h 40m,BLR,,,,,MLE,02:40p,   Apr 8
1877,IndiGo,5h,20m,1,254,BOM,09:50a,1h 30m,BLR,,,,,MLE,02:40p,   Apr 8
1878,IndiGo,14h,30m,1,237,BOM,09:40a,9h 5m,CCU,,,,,BKK,01:40a,   Apr 8
1879,SpiceJet,18h,50m,1,234,BOM,06:40a,12h 20m,DEL,,,,,BKK,03:00a,   Apr 8
1880,GoFirst,18h,35m,1,232,BOM,05:40p,11h 50m,DEL,,,,,BKK,01:45p,   Apr 8
1881,GoFirst,16h,15m,1,232,BOM,08:00p,9h 35m,DEL,,,,,BKK,01:45p,   Apr 8
1882,Air India,29h,5m,1,231,BOM,01:00p,22h 35m,DEL,,,,,BKK,07:35p,   Apr 8
1883,Air India,26h,5m,1,231,BOM,04:00p,19h 30m,DEL,,,,,BKK,07:35p,   Apr 8
1884,Air India,26h,30m,1,231,BOM,03:35p,19h 40m,DEL,,,,,BKK,07:35p,   Apr 8
1885,Air India,23h,5m,1,231,BOM,07:00p,16h 35m,DEL,,,,,BKK,07:35p,   Apr 8
1886,Air India,23h,50m,1,231,BOM,06:15p,17h 35m,DEL,,,,,BKK,07:35p,   Apr 8
1887,Air India,21h,5m,1,231,BOM,09:00p,14h 45m,DEL,,,,,BKK,07:35p,   Apr 8
1888,IndiGo,12h,0m,1,219,BOM,12:10p,6h 40m,CCU,,,,,BKK,01:40a,   Apr 8
1889,IndiGo,26h,30m,1,218,BOM,09:10a,23h 5m,COK,,,,,MLE,02:40p,   Apr 8
1890,IndiGo,21h,20m,1,214,BOM,12:30p,15h 20m,BLR,,,,,BKK,11:20a,   Apr 8
1891,GoFirst,14h,35m,1,214,BOM,09:40p,7h 45m,DEL,,,,,BKK,01:45p,   Apr 8
1892,GoFirst,13h,45m,1,214,BOM,10:30p,6h 50m,DEL,,,,,BKK,01:45p,   Apr 8
1893,IndiGo,16h,30m,1,212,BOM,07:40a,11h 10m,CCU,,,,,BKK,01:40a,   Apr 8
1894,Srilankan,23h,40m,1,210,BOM,08:40p,19h 50m,CMB,,,,,MLE,11:10a,   Apr 8
1895,SpiceJet,29h,5m,1,207,BOM,08:25p,22h 45m,DEL,,,,,BKK,03:00a,   Apr 9
1896,SpiceJet,27h,45m,1,207,BOM,09:45p,21h 5m,DEL,,,,,BKK,03:00a,   Apr 9
1897,IndiGo,8h,35m,1,206,BOM,06:05a,2h 15m,DEL,,,,,BKK,04:10p,
1898,IndiGo,17h,45m,1,206,BOM,06:25a,12h 5m,CCU,,,,,BKK,01:40a,   Apr 8
1899,Flexflight,4h,45m,Non,204,BOM,04:50a,,,,,,,BKK,11:05a,
1900,IndiGo,19h,5m,1,203,BOM,02:45p,12h 55m,BLR,,,,,BKK,11:20a,   Apr 8
1901,IndiGo,17h,5m,1,203,BOM,04:45p,11h 0m,BLR,,,,,BKK,11:20a,   Apr 8
1902,SpiceJet,20h,35m,1,201,BOM,06:05a,15h 10m,CCU,,,,,BKK,04:10a,   Apr 8
1903,SpiceJet,12h,20m,1,201,BOM,06:05a,7h 5m,CCU,,,,,BKK,07:55p,   Apr 8
1904,GoFirst,4h,45m,Non,196,BOM,04:50a,,,,,,,BKK,11:05a,   Apr 8
1905,IndiGo,21h,25m,1,196,BOM,05:15p,14h 55m,DEL,,,,,BKK,04:10p,   Apr 8
1906,IndiGo,20h,40m,1,196,BOM,06:00p,14h 20m,DEL,,,,,BKK,04:10p,   Apr 8
1907,IndiGo,19h,40m,1,196,BOM,07:00p,13h 10m,DEL,,,,,BKK,04:10p,   Apr 8
1908,IndiGo,18h,30m,1,196,BOM,08:10p,11h 55m,DEL,,,,,BKK,04:10p,   Apr 8
1909,IndiGo,17h,10m,1,196,BOM,09:30p,10h 50m,DEL,,,,,BKK,04:10p,   Apr 8
1910,IndiGo,15h,55m,1,196,BOM,10:45p,9h 20m,DEL,,,,,BKK,04:10p,   Apr 8
1911,IndiGo,15h,45m,1,193,BOM,06:05p,9h 40m,BLR,,,,,BKK,11:20a,   Apr 8
1912,IndiGo,14h,20m,1,190,BOM,07:30p,8h 20m,BLR,,,,,BKK,11:20a,   Apr 8
1913,IndiGo,13h,15m,1,190,BOM,08:35p,7h 30m,BLR,,,,,BKK,11:20a,   Apr 8
1914,IndiGo,12h,20m,1,190,BOM,09:30p,6h 20m,BLR,,,,,BKK,11:20a,   Apr 8
1915,IndiGo,4h,30m,Non,174,BOM,08:50a,,,,,,,BKK,02:50p,   Apr 8
1916,IndiGo,26h,40m,1,171,BOM,12:30p,22h 50m,BLR,,,,,MLE,07:50p,   Apr 8
1917,IndiGo,19h,40m,1,171,BOM,07:30p,15h 50m,BLR,,,,,MLE,02:40p,   Apr 8
1918,IndiGo,18h,35m,1,171,BOM,08:35p,15h 0m,BLR,,,,,MLE,02:40p,   Apr 8
1919,IndiGo,17h,40m,1,171,BOM,09:30p,13h 50m,BLR,,,,,MLE,02:40p,   Apr 8
1920,IndiGo,24h,25m,1,170,BOM,02:45p,20h 25m,BLR,,,,,MLE,02:40p,   Apr 8
1921,IndiGo,22h,25m,1,170,BOM,04:45p,18h 30m,BLR,,,,,MLE,02:40p,   Apr 8
1922,Vistara,4h,10m,Non,166,BOM,07:45a,,,,,,,BKK,01:25p,   Apr 8
1923,IndiGo,21h,5m,1,160,BOM,06:05p,17h 10m,BLR,,,,,MLE,02:40p,   Apr 8
1924,Srilankan,18h,15m,1,154,BOM,08:40p,14h 25m,CMB,,,,,MLE,02:40p,   Apr 8
1925,Srilankan,12h,5m,1,154,BOM,08:40p,8h 15m,CMB,,,,,MLE,02:25p,   Apr 8
1926,IndiGo,2h,40m,Non,152,BOM,10:50a,,,,,,,MLE,08:15a,   Apr 8
1927,IndiGo,19h,45m,1,140,BOM,03:55p,16h 25m,COK,,,,,MLE,01:00p,   Apr 8
1928,IndiGo,12h,55m,1,135,BOM,10:45p,9h 20m,COK,,,,,MLE,11:10a,   Apr 8
1929,Multiple,46h,20m,2,7867,,10:15a,13h 15m,DXB,8h 40m,IAD,,,LAS,07:35p,   Apr 8
1930,Singapore,24h,5m,1,1607,,11:40p,4h 55m,SIN,,,,,BKK,07:15p,   Apr 8
1931,Singapore,22h,40m,1,1607,,11:45a,3h 40m,SIN,,,,,LHR,05:55a,   Apr 8
1932,Singapore,20h,30m,1,1607,,11:40p,1h 20m,SIN,,,,,LHR,03:40p,   Apr 8
1933,Lufthansa,20h,5m,2,1572,,02:50a,3h 55m,FRA,,,,,LHR,06:25p,   Apr 8
1934,Lufthansa,17h,25m,2,1572,,02:50a,1h 55m,FRA,,,,,LHR,03:45p,   Apr 8
1935,Lufthansa,13h,20m,2,1570,,12:50a,1h 25m,MUC,,,,,LHR,09:40a,   Apr 8
1936,Lufthansa,48h,40m,2,1520,,09:00p,14h 30m,DEL,,,,,LHR,05:10p,   Apr 8
1937,Cathay Pacific,33h,25m,1,1480,,01:25a,13h 5m,HKG,,,,,LCY,06:20a,   Apr 8
1938,SWISS,12h,40m,1,1479,,12:55a,2h 10m,ZRH,,,,,LHR,09:05a,   Apr 8
1939,Lufthansa,17h,20m,1,1461,,02:50a,6h 40m,FRA,,,,,LCY,03:40p,   Apr 8
1940,Lufthansa,16h,20m,1,1461,,02:50a,5h 40m,FRA,,,,,LHR,02:40p,   Apr 8
1941,Lufthansa,12h,20m,1,1461,,02:50a,1h 40m,FRA,,,,,LHR,10:40a,   Apr 8
1942,British,28h,40m,1,1459,,03:45p,16h 15m,DEL,,,,,LHR,03:55p,   Apr 8
1943,British,23h,45m,1,1459,,08:40p,11h 30m,DEL,,,,,LHR,03:55p,   Apr 8
1944,Lufthansa,19h,25m,1,1453,,12:50a,9h 10m,MUC,,,,,LHR,03:45p,   Apr 8
1945,Lufthansa,16h,30m,1,1453,,12:50a,6h 15m,MUC,,,,,LHR,12:50p,   Apr 8
1946,Lufthansa,13h,35m,1,1453,,12:50a,3h 20m,MUC,,,,,LHR,09:55a,   Apr 8
1947,SWISS,21h,50m,1,1442,,12:55a,11h 20m,ZRH,,,,,LHR,06:15p,   Apr 8
1948,SWISS,20h,40m,1,1442,,12:55a,10h 10m,ZRH,,,,,LCY,05:05p,
1949,SWISS,16h,5m,1,1442,,12:55a,5h 35m,ZRH,,,,,LHR,12:30p,   Apr 8
1950,SWISS,16h,35m,1,1442,,12:55a,5h 50m,ZRH,,,,,LCY,01:00p,
1951,SWISS,15h,0m,1,1442,,12:55a,4h 15m,ZRH,,,,,LCY,11:25a,   Apr 8
1952,SWISS,13h,55m,1,1442,,12:55a,3h 25m,ZRH,,,,,LHR,10:20a,   Apr 8
1953,SWISS,12h,40m,1,1442,,12:55a,2h 10m,ZRH,,,,,LCY,09:05a,   Apr 8
1954,Cathay Pacific,32h,45m,1,1388,,01:25a,12h 25m,HKG,,,,,LCY,05:40a,   Apr 8
1955,Cathay Pacific,23h,40m,1,1388,,01:25a,3h 30m,HKG,,,,,LHR,08:35p,   Apr 8
1956,Vistara,55h,20m,2,1386,,05:30p,23h 30m,BLR,,,,,LHR,08:20p,   Apr 8
1957,Vistara,55h,20m,2,1386,,05:30p,22h 35m,BLR,,,,,LHR,08:20p,   Apr 8
1958,Vistara,32h,55m,2,1386,,04:00p,14h 15m,BLR,,,,,LHR,08:25p,   Apr 8
1959,Vistara,18h,55m,2,1386,,05:55a,2h 0m,BLR,,,,,LHR,08:20p,   Apr 8
1960,Multiple,22h,35m,2,1345,,04:40p,6h 45m,BLR,,,,,LHR,10:45a,   Apr 8
1961,Multiple,21h,15m,2,1345,,04:40p,6h 45m,BLR,,,,,LHR,09:25a,   Apr 8
1962,Multiple,17h,45m,2,1345,,09:30p,1h 55m,BLR,,,,,LCY,10:45a,   Apr 8
1963,Multiple,16h,25m,2,1345,,09:30p,1h 55m,BLR,,,,,LHR,09:25a,   Apr 8
1964,KLM-Royal Dutch,34h,5m,2,1342,,06:05a,17h 20m,BLR,,,,,LCY,11:40a,   Apr 8
1965,KLM-Royal Dutch,33h,10m,2,1342,,06:05a,17h 20m,BLR,,,,,LCY,10:45a,   Apr 8
1966,British,9h,45m,Non,1329,,01:10p,,,,,,,LHR,06:25p,   Apr 8
1967,Vistara,32h,25m,2,1320,,04:30p,12h 45m,AMD,,,,,LHR,08:25p,   Apr 8
1968,Vistara,26h,10m,2,1320,,10:45p,6h 50m,AMD,,,,,LHR,08:25p,   Apr 8
1969,Vistara,26h,10m,2,1320,,10:45p,8h 45m,AMD,,,,,LHR,08:25p,   Apr 8
1970,Qatar,17h,40m,1,1249,,04:50a,6h 55m,DOH,,,,,LHR,06:00p,   Apr 8
1971,Qatar,12h,55m,1,1249,,04:50a,2h 10m,DOH,,,,,LHR,01:15p,   Apr 8
1972,Air India,26h,45m,1,1233,,06:15p,15h 45m,AMD,,,,,LHR,04:30p,   Apr 8
1973,Vistara,33h,10m,1,1188,,03:45p,21h 0m,DEL,,,,,LGW,08:25p,   Apr 8
1974,Vistara,31h,30m,1,1188,,05:25p,19h 30m,DEL,,,,,LHR,08:25p,   Apr 8
1975,Vistara,30h,25m,1,1188,,06:30p,18h 30m,DEL,,,,,LHR,08:25p,   Apr 8
1976,Vistara,29h,10m,1,1188,,07:45p,17h 15m,DEL,,,,,LHR,08:25p,   Apr 8
1977,Vistara,28h,15m,1,1188,,08:40p,16h 15m,DEL,,,,,LHR,08:25p,   Apr 8
1978,Vistara,27h,0m,1,1188,,09:55p,15h 0m,DEL,,,,,LHR,08:25p,   Apr 8
1979,Vistara,26h,5m,1,1188,,10:50p,14h 5m,DEL,,,,,LHR,08:25p,   Apr 8
1980,Vistara,18h,50m,1,1188,,06:00a,7h 5m,DEL,,,,,LHR,08:20p,   Apr 8
1981,Vistara,18h,20m,1,1188,,06:30a,6h 35m,DEL,,,,,LHR,08:20p,   Apr 8
1982,Vistara,17h,20m,1,1188,,07:30a,5h 35m,DEL,,,,,LHR,08:20p,   Apr 8
1983,Vistara,16h,5m,1,1188,,08:45a,4h 15m,DEL,,,,,LHR,08:20p,   Apr 8
1984,Vistara,14h,25m,1,1188,,10:25a,2h 30m,DEL,,,,,LHR,08:20p,   Apr 8
1985,Vistara,12h,55m,1,1188,,11:55a,1h 15m,DEL,,,,,LHR,08:20p,   Apr 8
1986,KLM-Royal Dutch,31h,50m,2,1184,,06:05a,17h 20m,BLR,,,,,LHR,09:25a,   Apr 8
1987,Lufthansa,23h,20m,1,1158,,12:50a,13h 5m,MUC,,,,,LCY,07:40p,   Apr 8
1988,Lufthansa,18h,5m,1,1152,,02:50a,7h 40m,FRA,,,,,LHR,04:25p,   Apr 8
