ID,Airline name ,Travel,Time,Stops,Ticket prize(Doller),Depreture  Airport,Depreture Time,1st Stoppage Waiting Hour,1st Stoppage,2nd StoppageWaiting Time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date
1296,Emirates,46h,0m,1,3049,DAC,09:20a,21h 50m,DXB,,,,,EWR,09:20p,
1297,Emirates,43h,35m,1,3049,DAC,09:20a,20h 45m,DXB,,,,,JFK,06:55p,   Apr 8
1298,Emirates,33h,25m,1,3049,DAC,09:55p,9h 20m,DXB,,,,,EWR,09:20p,   Apr 8
1299,Emirates,31h,0m,1,3049,DAC,09:55p,8h 15m,DXB,,,,,JFK,06:55p,   Apr 8
1300,Multiple,45h,51m,2,3046,DAC,10:10a,11h 5m,DEL,10h 0m,EWR,,,LAS,07:01p,   Apr 8
1301,Multiple,40h,53m,2,3046,DAC,10:10a,11h 5m,DEL,4h 55m,EWR,,,LAS,02:03p,   Apr 8
1302,Multiple,37h,52m,2,3046,DAC,10:10a,11h 5m,DEL,1h 45m,EWR,,,LAS,11:02a,   Apr 8
1303,Multiple,23h,45m,2,3046,DAC,06:35a,1h 45m,IST,1h 15m,FRA,,,EWR,08:20p,   Apr 8
1304,Multiple,23h,30m,2,3046,DAC,06:35a,1h 45m,IST,1h 0m,FRA,,,JFK,08:05p,
1305,Multiple,30h,20m,1,3036,DAC,10:10a,11h 5m,DEL,,,,,EWR,06:30a,
1306,Multiple,64h,45m,2,2994,DAC,10:50a,23h 15m,DOH,17h 40m,FRA,,,LAS,02:35p,   Apr 9
1307,Qatar,30h,43m,2,2966,DAC,03:35a,1h 35m,DOH,4h 20m,ORD,,,LAS,09:18p,
1308,Qatar,28h,42m,2,2966,DAC,03:35a,1h 35m,DOH,2h 20m,ORD,,,LAS,07:17p,
1309,Multiple,29h,10m,1,2961,DAC,03:35a,9h 25m,DOH,,,,,JFK,10:45p,   Apr 8
1310,Multiple,27h,25m,1,2961,DAC,09:30p,7h 40m,DOH,,,,,JFK,02:55p,
1311,Multiple,27h,15m,1,2961,DAC,05:30a,7h 30m,DOH,,,,,JFK,10:45p,   Apr 8
1312,Multiple,21h,55m,1,2961,DAC,10:50a,2h 10m,DOH,,,,,JFK,10:45p,
1313,Multiple,21h,20m,1,2961,DAC,03:35a,1h 35m,DOH,,,,,JFK,02:55p,
1314,Qatar,26h,0m,2,2948,DAC,09:30p,55m,DOH,4h 5m,LHR,,,JFK,01:30p,   Apr 8
1315,Qatar,26h,0m,2,2948,DAC,09:30p,1h 30m,DOH,3h 30m,LHR,,,JFK,01:30p,
1316,Multiple,41h,5m,1,2946,DAC,01:40a,21h 25m,DXB,,,,,EWR,08:45a,   Apr 8
1317,Multiple,39h,45m,2,2946,DAC,07:30p,3h 25m,DXB,10h 44m,EWR,,,LAS,10:15p,   Apr 8
1318,Multiple,38h,51m,2,2946,DAC,07:30p,3h 25m,DXB,9h 50m,EWR,,,LAS,09:21p,   Apr 8
1319,Multiple,36h,31m,2,2946,DAC,07:30p,3h 25m,DXB,7h 45m,EWR,,,LAS,07:01p,   Apr 8
1320,Multiple,32h,30m,1,2946,DAC,10:15a,12h 50m,DXB,,,,,EWR,08:45a,   Apr 8
1321,Multiple,31h,33m,2,2946,DAC,07:30p,3h 25m,DXB,2h 40m,EWR,,,LAS,02:03p,   Apr 8
1322,Multiple,23h,15m,1,2946,DAC,07:30p,3h 25m,DXB,,,,,EWR,08:45a,   Apr 8
1323,Cathay Pacific,37h,50m,1,2934,DAC,02:10a,17h 55m,HKG,,,,,JFK,06:00a,   Apr 8
1324,American,36h,49m,2,2910,DAC,08:15p,2h 40m,DOH,8h 59m,DFW,,,LAS,08:04p,   Apr 8
1325,American,36h,2m,2,2910,DAC,08:15p,8h 55m,DOH,2h 50m,ORD,,,LAS,07:17p,   Apr 8
1326,American,35h,39m,2,2910,DAC,08:15p,2h 40m,DOH,7h 59m,DFW,,,LAS,06:54p,   Apr 8
1327,American,34h,40m,2,2910,DAC,08:15p,2h 40m,DOH,6h 58m,DFW,,,LAS,05:55p,   Apr 8
1328,American,32h,43m,2,2910,DAC,08:15p,2h 40m,DOH,4h 59m,DFW,,,LAS,03:58p,   Apr 8
1329,American,30h,58m,2,2910,DAC,08:15p,2h 40m,DOH,3h 16m,DFW,,,LAS,02:13p,   Apr 8
1330,Etihad,54h,35m,2,2873,DAC,12:55p,13h 10m,CMB,19h 20m,AUH,,,JFK,09:30a,   Apr 8
1331,Etihad,37h,5m,2,2873,DAC,12:55p,13h 10m,CMB,1h 50m,AUH,,,JFK,04:00p,   Apr 9
1332,Qatar,29h,29m,2,2861,DAC,03:35a,1h 35m,DOH,2h 44m,DFW,,,LAS,08:04p,
1333,Qatar,28h,19m,2,2861,DAC,03:35a,1h 35m,DOH,1h 44m,DFW,,,LAS,06:54p,
1334,Singapore,39h,41m,2,2813,DAC,11:55p,2h 55m,SIN,12h 50m,SEA,,,EWR,05:36a,   Apr 8
1335,Gulf Air Company,51h,3m,2,2783,DAC,05:40a,17h 45m,BAH,13h 0m,LHR,,,JFK,10:43p,   Apr 9
1336,Gulf Air Company,48h,19m,2,2783,DAC,05:40a,17h 45m,BAH,10h 20m,LHR,,,JFK,07:59p,   Apr 8
1337,Gulf Air Company,46h,20m,2,2783,DAC,05:40a,2h 10m,BAH,23h 55m,LHR,,,JFK,06:00p,   Apr 8
1338,Gulf Air Company,46h,20m,2,2783,DAC,05:40a,17h 45m,BAH,8h 20m,LHR,,,JFK,06:00p,   Apr 8
1339,Gulf Air Company,41h,50m,2,2783,DAC,05:40a,2h 10m,BAH,19h 10m,LHR,,,JFK,01:30p,   Apr 8
1340,Gulf Air Company,41h,50m,2,2783,DAC,05:40a,17h 45m,BAH,3h 35m,LHR,,,JFK,01:30p,   Apr 8
1341,Gulf Air Company,27h,3m,2,2783,DAC,05:40a,2h 10m,BAH,4h 35m,LHR,,,JFK,10:43p,   Apr 8
1342,Gulf Air Company,24h,19m,2,2783,DAC,05:40a,2h 10m,BAH,1h 55m,LHR,,,JFK,07:59p,
1343,Singapore,32h,5m,2,2772,DAC,11:55p,2h 55m,SIN,4h 50m,SEA,,,JFK,10:00p,
1344,British,28h,10m,2,2769,DAC,08:15p,2h 10m,DOH,5h 15m,LHR,,,JFK,02:25p,   Apr 8
1345,British,28h,10m,2,2769,DAC,08:15p,2h 45m,DOH,4h 40m,LHR,,,JFK,02:25p,   Apr 8
1346,British,25h,55m,2,2769,DAC,03:35a,1h 40m,DOH,3h 30m,LHR,,,EWR,07:30p,
1347,British,25h,55m,2,2769,DAC,03:35a,2h 35m,DOH,2h 35m,LHR,,,EWR,07:30p,   Apr 8
1348,British,27h,35m,2,2762,DAC,08:15p,2h 10m,DOH,4h 40m,LGW,,,EWR,01:50p,   Apr 8
1349,British,27h,35m,2,2762,DAC,08:15p,2h 40m,DOH,4h 15m,LGW,,,EWR,01:50p,
1350,British,26h,20m,2,2762,DAC,08:15p,2h 10m,DOH,3h 30m,LGW,,,JFK,12:35p,   Apr 8
1351,British,26h,20m,2,2762,DAC,08:15p,2h 40m,DOH,3h 5m,LGW,,,JFK,12:35p,   Apr 8
1352,British,27h,35m,2,2745,DAC,08:15p,2h 10m,DOH,4h 35m,LHR,,,EWR,01:50p,   Apr 8
1353,British,27h,35m,2,2745,DAC,08:15p,2h 45m,DOH,4h 0m,LHR,,,EWR,01:50p,   Apr 8
1354,British,26h,20m,2,2745,DAC,08:15p,2h 10m,DOH,3h 25m,LHR,,,JFK,12:35p,   Apr 8
1355,British,26h,20m,2,2745,DAC,08:15p,2h 45m,DOH,2h 50m,LHR,,,JFK,12:35p,   Apr 8
1356,Singapore,53h,5m,2,2691,DAC,11:55p,14h 40m,SIN,12h 44m,LAX,,,JFK,07:00p,   Apr 8
1357,Qatar,28h,52m,2,2691,DAC,03:35a,1h 40m,DOH,4h 15m,LAX,,,LAS,07:27p,
1358,Qatar,27h,28m,2,2691,DAC,03:35a,1h 40m,DOH,2h 50m,LAX,,,LAS,06:03p,
1359,Multiple,44h,2m,2,2690,DAC,05:30a,17h 25m,DOH,1h 36m,DFW,,,LAS,12:32p,   Apr 8
1360,Multiple,38h,42m,2,2690,DAC,10:50a,12h 5m,DOH,1h 36m,DFW,,,LAS,12:32p,   Apr 8
1361,British,28h,55m,2,2674,DAC,03:35a,1h 40m,DOH,3h 35m,LHR,,,LAS,07:30p,
1362,British,47h,35m,2,2654,DAC,10:50a,11h 35m,DOH,,,,,DXB,08:25a,   Apr 9
1363,Singapore,48h,32m,2,2652,DAC,11:55p,14h 40m,SIN,8h 20m,LAX,,,JFK,02:27p,   Apr 9
1364,Singapore,43h,26m,2,2652,DAC,11:55p,14h 40m,SIN,3h 15m,LAX,,,JFK,09:21a,   Apr 9
1365,Multiple,28h,55m,2,2651,DAC,03:35a,1h 40m,DOH,3h 35m,LHR,,,LAS,07:30p,
1366,American,35h,58m,2,2650,DAC,08:15p,8h 55m,DOH,4h 44m,ORD,,,EWR,10:13p,   Apr 9
1367,American,35h,30m,2,2650,DAC,08:15p,8h 55m,DOH,4h 0m,ORD,,,LGA,09:45p,   Apr 8
1368,American,34h,30m,2,2650,DAC,08:15p,8h 55m,DOH,3h 15m,ORD,,,EWR,08:45p,   Apr 8
1369,British,47h,35m,2,2641,DAC,10:50a,12h 10m,DOH,,,,,DXB,08:25a,   Apr 9
1370,American,28h,40m,1,2640,DAC,08:15p,8h 55m,DOH,,,,,JFK,02:55p,   Apr 8
1371,British,47h,35m,2,2638,DAC,10:50a,11h 35m,DOH,,,,,DXB,08:25a,   Apr 9
1372,Singapore,45h,18m,2,2620,DAC,11:55p,3h 20m,SIN,18h 10m,LAX,,,LAS,08:13a,   Apr 9
1373,Singapore,37h,4m,2,2612,DAC,11:55p,3h 20m,SIN,9h 52m,LAX,,,LAS,11:59p,   Apr 8
1374,Singapore,31h,4m,2,2612,DAC,11:55p,3h 20m,SIN,3h 52m,LAX,,,LAS,05:59p,   Apr 8
1375,Singapore,45h,18m,2,2600,DAC,11:55p,14h 40m,SIN,9h 20m,LAX,,,LAS,08:13a,   Apr 9
1376,China Southern,24h,15m,1,2490,DAC,12:50a,12h 0m,CAN,,,,,DXB,11:05p,
1377,Etihad,36h,22m,2,2450,DAC,08:55p,3h 0m,AUH,7h 50m,JFK,,,LAS,08:17p,   Apr 8
1378,Qatar,39h,35m,1,2430,DAC,03:35a,19h 20m,DOH,,,,,JFK,09:10a,   Apr 8
1379,Qatar,37h,40m,1,2430,DAC,05:30a,17h 25m,DOH,,,,,JFK,09:10a,   Apr 8
1380,Qatar,32h,20m,1,2430,DAC,10:50a,12h 5m,DOH,,,,,JFK,09:10a,   Apr 8
1381,Qatar,28h,55m,1,2426,DAC,03:35a,9h 0m,DOH,,,,,JFK,10:30p,   Apr 8
1382,Qatar,27h,50m,1,2426,DAC,09:30p,7h 55m,DOH,,,,,JFK,03:20p,
1383,Qatar,21h,45m,1,2426,DAC,03:35a,1h 50m,DOH,,,,,JFK,03:20p,   Apr 8
1384,Multiple,37h,40m,1,2420,DAC,05:30a,17h 25m,DOH,,,,,JFK,09:10a,
1385,Multiple,32h,20m,1,2420,DAC,10:50a,12h 5m,DOH,,,,,JFK,09:10a,   Apr 8
1386,Multiple,27h,25m,1,2416,DAC,09:30p,7h 40m,DOH,,,,,JFK,02:55p,   Apr 8
1387,Multiple,21h,40m,1,2416,DAC,09:30p,1h 25m,DOH,,,,,JFK,09:10a,   Apr 8
1388,Multiple,21h,20m,1,2416,DAC,03:35a,1h 35m,DOH,,,,,JFK,02:55p,   Apr 8
1389,Gulf Air Company,44h,20m,2,2404,DAC,05:40a,12h 25m,BAH,10h 50m,AUH,,,JFK,04:00p,
1390,Gulf Air Company,37h,50m,2,2404,DAC,05:40a,12h 25m,BAH,4h 20m,AUH,,,JFK,09:30a,   Apr 8
1391,Multiple,23h,5m,2,2393,DAC,10:15a,1h 10m,DXB,1h 35m,LHR,,,JFK,11:20p,   Apr 8
1392,Multiple,45h,18m,2,2337,DAC,11:55p,14h 40m,SIN,9h 20m,LAX,,,LAS,08:13a,   Apr 9
1393,American,29h,17m,2,2335,DAC,08:15p,2h 40m,DOH,1h 36m,DFW,,,LAS,12:32p,   Apr 8
1394,Qatar,33h,5m,2,2296,DAC,09:30p,7h 45m,DOH,2h 35m,SEA,,,LAS,05:35p,   Apr 8
1395,Qatar,34h,24m,2,2291,DAC,09:30p,7h 40m,DOH,1h 44m,DFW,,,LAS,06:54p,   Apr 8
1396,Qatar,29h,43m,2,2291,DAC,09:30p,1h 20m,DOH,3h 41m,DFW,,,LAS,02:13p,   Apr 8
1397,Qatar,28h,2m,2,2291,DAC,09:30p,1h 20m,DOH,2h 1m,DFW,,,LAS,12:32p,   Apr 8
1398,Multiple,22h,10m,1,2290,DAC,10:10a,15h 45m,DEL,,,,,DXB,06:20a,   Apr 8
1399,Multiple,15h,45m,1,2290,DAC,10:10a,9h 20m,DEL,,,,,DXB,11:55p,
1400,Multiple,10h,0m,1,2290,DAC,10:10a,3h 45m,DEL,,,,,DXB,06:10p,
1401,British,24h,50m,2,2266,DAC,08:15p,2h 10m,DOH,2h 0m,LHR,,,JFK,11:05a,
1402,Singapore,45h,15m,1,2235,DAC,11:55p,17h 50m,SIN,,,,,JFK,11:10a,   Apr 8
1403,Singapore,45h,40m,2,2217,DAC,11:55p,3h 20m,SIN,21h 10m,SFO,,,LAS,08:35a,   Apr 9
1404,Singapore,31h,28m,2,2207,DAC,11:55p,3h 20m,SIN,7h 0m,SFO,,,LAS,06:23p,   Apr 8
1405,Air India,50h,55m,2,2199,DAC,02:40p,19h 10m,CCU,13h 55m,DEL,,,JFK,07:35a,   Apr 9
1406,Air India,50h,55m,2,2199,DAC,02:40p,15h 30m,CCU,17h 5m,DEL,,,JFK,07:35a,   Apr 9
1407,Qatar,44h,33m,2,2170,DAC,10:50a,18h 40m,DOH,3h 0m,SFO,,,LAS,06:23p,   Apr 8
1408,Qatar,33h,53m,2,2166,DAC,09:30p,8h 0m,DOH,3h 0m,SFO,,,LAS,06:23p,   Apr 8
1409,Qatar,33h,33m,2,2121,DAC,09:30p,7h 45m,DOH,2h 50m,LAX,,,LAS,06:03p,   Apr 8
1410,Qatar,49h,54m,2,2120,DAC,05:30a,23h 45m,DOH,5h 8m,BOS,,,JFK,09:24p,   Apr 9
1411,Qatar,44h,34m,2,2120,DAC,10:50a,18h 25m,DOH,5h 8m,BOS,,,JFK,09:24p,   Apr 8
1412,American,53h,1m,2,2088,DAC,08:15p,9h 0m,DOH,23h 25m,BOS,,,JFK,03:16p,   Apr 8
1413,American,50h,44m,2,2088,DAC,08:15p,9h 0m,DOH,21h 8m,BOS,,,JFK,12:59p,   Apr 9
1414,American,48h,24m,2,2088,DAC,08:15p,9h 0m,DOH,18h 46m,BOS,,,JFK,10:39a,   Apr 9
1415,American,32h,45m,2,2080,DAC,08:15p,9h 0m,DOH,3h 10m,BOS,,,JFK,07:00p,   Apr 9
1416,Multiple,44h,49m,2,2077,DAC,10:15a,20h 5m,DXB,2h 22m,SFO,,,LAS,06:04p,   Apr 8
1417,Finnair,25h,30m,2,2070,DAC,03:35a,1h 55m,DOH,2h 5m,HEL,,,JFK,07:05p,   Apr 8
1418,American,22h,55m,1,2070,DAC,08:15p,2h 40m,DOH,,,,,JFK,09:10a,   Apr 8
1419,Gulf Air Company,42h,50m,2,2041,DAC,05:40a,17h 20m,BAH,4h 20m,CDG,,,JFK,02:30p,
1420,Multiple,59h,20m,2,2035,DAC,10:15a,20h 5m,DXB,17h 0m,SFO,,,LAS,08:35a,   Apr 9
1421,Multiple,52h,54m,2,2012,DAC,02:10a,14h 25m,HKG,20h 17m,SFO,,,LAS,06:04p,   Apr 8
1422,Multiple,49h,27m,2,2012,DAC,02:10a,14h 25m,HKG,16h 50m,SFO,,,LAS,02:37p,   Apr 8
1423,Multiple,47h,35m,2,2012,DAC,02:10a,14h 25m,HKG,15h 0m,SFO,,,LAS,12:45p,   Apr 8
1424,Multiple,46h,34m,2,2012,DAC,02:10a,14h 25m,HKG,13h 57m,SFO,,,LAS,11:44a,   Apr 8
1425,Multiple,45h,38m,2,2012,DAC,02:10a,14h 25m,HKG,13h 1m,SFO,,,LAS,10:48a,   Apr 8
1426,Qatar,49h,5m,2,2010,DAC,05:30a,23h 45m,DOH,2h 35m,SEA,,,LAS,05:35p,   Apr 8
1427,Qatar,43h,45m,2,2010,DAC,10:50a,18h 25m,DOH,2h 35m,SEA,,,LAS,05:35p,   Apr 8
1428,Multiple,43h,25m,2,2002,DAC,02:10a,14h 25m,HKG,10h 55m,SFO,,,LAS,08:35a,   Apr 8
1429,Multiple,34h,46m,2,2002,DAC,02:10a,14h 25m,HKG,2h 15m,SFO,,,LAS,11:56p,
1430,Multiple,29h,30m,2,1950,DAC,01:40a,6h 55m,DXB,2h 25m,LHR,,,JFK,09:10p,   Apr 8
1431,Cathay Pacific,50h,50m,2,1944,DAC,02:10a,10h 20m,HKG,19h 20m,BOS,,,JFK,07:00p,   Apr 8
1432,Cathay Pacific,50h,50m,2,1944,DAC,02:10a,10h 20m,HKG,19h 20m,BOS,,,JFK,07:00p,
1433,British,36h,15m,2,1942,DAC,08:15p,9h 0m,DOH,3h 35m,LHR,,,LAS,07:30p,   Apr 8
1434,British,28h,55m,2,1942,DAC,03:35a,2h 35m,DOH,2h 40m,LHR,,,LAS,07:30p,
1435,Multiple,29h,31m,2,1932,DAC,01:40a,4h 40m,DXB,2h 31m,SFO,,,LAS,06:11p,
1436,Multiple,41h,14m,2,1922,DAC,07:30p,10h 40m,DXB,8h 5m,SFO,,,LAS,11:44p,   Apr 8
1437,Multiple,35h,34m,2,1922,DAC,07:30p,10h 40m,DXB,2h 22m,SFO,,,LAS,06:04p,   Apr 8
1438,Multiple,28h,55m,2,1919,DAC,03:35a,2h 35m,DOH,2h 40m,LHR,,,LAS,07:30p,
1439,American,50h,35m,2,1911,DAC,05:05a,17h 50m,DOH,7h 3m,DFW,,,JFK,09:40p,   Apr 8
1440,American,48h,25m,2,1911,DAC,05:05a,17h 50m,DOH,4h 56m,DFW,,,JFK,07:30p,   Apr 8
1441,American,45h,55m,2,1911,DAC,05:05a,17h 50m,DOH,2h 25m,DFW,,,JFK,05:00p,   Apr 8
1442,Cathay Pacific,21h,5m,1,1894,DAC,02:10a,1h 0m,HKG,,,,,JFK,01:15p,   Apr 8
1443,Emirates,38h,10m,1,1891,DAC,10:15a,19h 25m,DXB,,,,,JFK,02:25p,
1444,Multiple,50h,5m,2,1890,DAC,07:30p,10h 40m,DXB,17h 0m,SFO,,,LAS,08:35a,   Apr 9
1445,American,47h,53m,2,1874,DAC,05:05a,17h 50m,DOH,4h 59m,DFW,,,LAS,03:58p,   Apr 8
1446,American,46h,8m,2,1874,DAC,05:05a,17h 50m,DOH,3h 16m,DFW,,,LAS,02:13p,   Apr 8
1447,Multiple,20h,10m,2,1866,DAC,12:50a,2h 15m,CAN,,,,,DXB,07:00p,
1448,Multiple,20h,10m,2,1866,DAC,12:50a,2h 15m,CAN,,,,,DXB,07:00p,
1449,Qatar,67h,0m,2,1848,DAC,05:30a,23h 40m,DOH,20h 20m,ORD,,,JFK,02:30p,   Apr 8
1450,Qatar,65h,25m,2,1848,DAC,05:30a,23h 40m,DOH,18h 38m,ORD,,,JFK,12:55p,   Apr 9
1451,Qatar,50h,59m,2,1835,DAC,05:30a,23h 40m,DOH,4h 13m,ORD,,,JFK,10:29p,   Apr 9
1452,Qatar,44h,55m,2,1835,DAC,10:50a,18h 20m,DOH,3h 30m,ORD,,,LGA,09:45p,   Apr 8
1453,Multiple,44h,28m,2,1832,DAC,06:35a,6h 20m,IST,12h 45m,EWR,,,LAS,02:03p,   Apr 8
1454,Turkish,48h,29m,2,1816,DAC,06:35a,1h 0m,IST,23h 32m,SFO,,,LAS,06:04p,   Apr 8
1455,Multiple,42h,10m,2,1810,DAC,10:50a,18h 25m,DOH,2h 50m,BOS,,,JFK,07:00p,   Apr 8
1456,Turkish,48h,29m,2,1807,DAC,06:35a,20h 10m,IST,4h 32m,SFO,,,LAS,06:04p,   Apr 8
1457,Multiple,41h,27m,2,1807,DAC,06:35a,6h 20m,IST,9h 35m,EWR,,,LAS,11:02a,   Apr 8
1458,Multiple,39h,4m,2,1807,DAC,06:35a,6h 20m,IST,7h 25m,EWR,,,LAS,08:39a,   Apr 8
1459,British,28h,15m,2,1807,DAC,03:35a,1h 40m,DOH,5h 50m,LHR,,,JFK,09:50p,   Apr 8
1460,British,27h,25m,2,1807,DAC,03:35a,1h 40m,DOH,4h 50m,LHR,,,JFK,09:00p,
1461,Turkish,27h,14m,2,1807,DAC,06:35a,1h 0m,IST,2h 20m,SFO,,,LAS,08:49p,
1462,Multiple,27h,30m,2,1805,DAC,01:40a,5h 10m,DXB,2h 0m,LHR,,,JFK,07:10p,
1463,British,36h,15m,2,1799,DAC,08:15p,2h 10m,DOH,10h 25m,LHR,,,LAS,07:30p,   Apr 8
1464,British,36h,15m,2,1799,DAC,08:15p,9h 55m,DOH,2h 40m,LHR,,,LAS,07:30p,   Apr 8
1465,British,36h,15m,2,1799,DAC,08:15p,2h 45m,DOH,9h 50m,LHR,,,LAS,07:30p,   Apr 8
1466,Air India,26h,55m,2,1799,DAC,02:40p,4h 35m,CCU,3h 45m,DEL,,,JFK,07:35a,
1467,Qatar,45h,4m,2,1790,DAC,10:50a,18h 20m,DOH,1h 44m,DFW,,,LAS,06:54p,   Apr 8
1468,British,27h,25m,2,1787,DAC,03:35a,1h 40m,DOH,4h 50m,LHR,,,JFK,09:00p,
1469,British,27h,25m,2,1787,DAC,03:35a,2h 35m,DOH,3h 55m,LHR,,,JFK,09:00p,   Apr 8
1470,British,26h,24m,2,1787,DAC,03:35a,1h 40m,DOH,4h 0m,LHR,,,JFK,07:59p,
1471,British,24h,24m,2,1787,DAC,03:35a,1h 40m,DOH,2h 0m,LHR,,,JFK,05:59p,
1472,Qatar,40h,23m,2,1786,DAC,10:50a,12h 0m,DOH,3h 41m,DFW,,,LAS,02:13p,   Apr 8
1473,Qatar,38h,42m,2,1786,DAC,10:50a,12h 0m,DOH,2h 1m,DFW,,,LAS,12:32p,   Apr 8
1474,American,38h,5m,1,1764,DAC,05:05a,17h 50m,DOH,,,,,JFK,09:10a,
1475,Turkish,52h,27m,2,1747,DAC,06:35a,18h 25m,IST,10h 3m,ORD,,,LAS,10:02p,   Apr 8
1476,Multiple,56h,28m,2,1746,DAC,07:30p,10h 25m,DXB,23h 30m,LAX,,,LAS,02:58p,   Apr 9
1477,Multiple,49h,43m,2,1746,DAC,07:30p,10h 25m,DXB,16h 45m,LAX,,,LAS,08:13a,   Apr 9
1478,American,44h,27m,2,1714,DAC,05:05a,17h 50m,DOH,1h 36m,DFW,,,LAS,12:32p,   Apr 8
1479,Finnair,42h,15m,2,1700,DAC,10:50a,18h 40m,DOH,2h 5m,HEL,,,JFK,07:05p,   Apr 8
1480,Saudia,15h,30m,1,1692,DAC,01:00a,7h 30m,RUH,,,,,DXB,02:30p,
1481,British,28h,15m,2,1689,DAC,03:35a,2h 35m,DOH,4h 55m,LHR,,,JFK,09:50p,   Apr 8
1482,British,27h,25m,2,1689,DAC,03:35a,2h 35m,DOH,3h 55m,LHR,,,JFK,09:00p,
1483,British,27h,15m,2,1687,DAC,08:15p,2h 10m,DOH,4h 10m,LGW,,,JFK,01:30p,   Apr 8
1484,British,27h,15m,2,1687,DAC,08:15p,2h 40m,DOH,3h 45m,LGW,,,JFK,01:30p,
1485,Multiple,45h,21m,2,1685,DAC,06:35a,18h 25m,IST,3h 0m,ORD,,,LAS,02:56p,   Apr 8
1486,British,45h,40m,2,1677,DAC,10:50a,12h 5m,DOH,10h 5m,LGW,,,LAS,07:30p,   Apr 8
1487,Etihad,29h,5m,1,1677,DAC,08:55p,9h 30m,AUH,,,,,JFK,04:00p,   Apr 8
1488,British,45h,40m,2,1673,DAC,10:50a,11h 35m,DOH,10h 30m,LGW,,,LAS,07:30p,   Apr 8
1489,British,26h,24m,2,1670,DAC,03:35a,2h 35m,DOH,3h 5m,LHR,,,JFK,07:59p,   Apr 8
1490,British,45h,40m,2,1660,DAC,10:50a,18h 25m,DOH,3h 35m,LHR,,,LAS,07:30p,   Apr 8
1491,British,45h,40m,2,1660,DAC,10:50a,19h 20m,DOH,2h 40m,LHR,,,LAS,07:30p,   Apr 8
1492,British,45h,40m,2,1660,DAC,10:50a,12h 10m,DOH,9h 50m,LHR,,,LAS,07:30p,   Apr 8
1493,British,45h,40m,2,1656,DAC,10:50a,11h 35m,DOH,10h 25m,LHR,,,LAS,07:30p,   Apr 8
1494,British,45h,40m,2,1656,DAC,10:50a,1h 35m,DOH,20h 25m,LHR,,,LAS,07:30p,   Apr 8
1495,Qatar,61h,26m,2,1652,DAC,05:30a,23h 45m,DOH,14h 45m,ATL,,,JFK,08:56a,
1496,Turkish,48h,24m,2,1649,DAC,06:35a,1h 0m,IST,23h 47m,LAX,,,LAS,05:59p,   Apr 8
1497,Turkish,48h,24m,2,1643,DAC,06:35a,20h 0m,IST,4h 27m,LAX,,,LAS,05:59p,   Apr 8
1498,Qatar,51h,36m,2,1640,DAC,05:30a,23h 45m,DOH,4h 50m,ATL,,,JFK,11:06p,   Apr 9
1499,Qatar,49h,59m,2,1640,DAC,05:30a,23h 45m,DOH,3h 11m,ATL,,,JFK,09:29p,   Apr 8
1500,Multiple,45h,40m,2,1636,DAC,10:50a,18h 25m,DOH,3h 35m,LHR,,,LAS,07:30p,   Apr 8
1501,Multiple,45h,40m,2,1636,DAC,10:50a,19h 20m,DOH,2h 40m,LHR,,,LAS,07:30p,   Apr 8
1502,Qatar,50h,24m,2,1635,DAC,05:30a,23h 40m,DOH,1h 44m,DFW,,,LAS,06:54p,   Apr 8
1503,Qatar,50h,24m,2,1635,DAC,05:30a,17h 20m,DOH,8h 24m,DFW,,,LAS,06:54p,   Apr 8
1504,Qatar,45h,43m,2,1635,DAC,05:30a,17h 20m,DOH,3h 41m,DFW,,,LAS,02:13p,   Apr 8
1505,Qatar,44h,2m,2,1635,DAC,05:30a,17h 20m,DOH,2h 1m,DFW,,,LAS,12:32p,   Apr 8
1506,British,64h,0m,2,1631,DAC,10:50a,18h 25m,DOH,21h 45m,LHR,,,LAS,01:50p,   Apr 9
1507,British,64h,0m,2,1631,DAC,10:50a,19h 20m,DOH,20h 50m,LHR,,,LAS,01:50p,   Apr 9
1508,Qatar,50h,15m,2,1625,DAC,05:30a,23h 40m,DOH,3h 30m,ORD,,,LGA,09:45p,   Apr 8
1509,Qatar,49h,15m,2,1625,DAC,05:30a,23h 40m,DOH,2h 45m,ORD,,,EWR,08:45p,   Apr 8
1510,Emirates,51h,15m,2,1619,DAC,01:40a,12h 55m,DXB,17h 50m,BGY,,,JFK,06:55p,   Apr 8
1511,Emirates,42h,40m,2,1619,DAC,10:15a,4h 20m,DXB,17h 50m,BGY,,,JFK,06:55p,   Apr 8
1512,Qatar,51h,30m,2,1610,DAC,05:30a,23h 45m,DOH,6h 54m,BOS,,,JFK,11:00p,   Apr 8
1513,Multiple,43h,4m,2,1609,DAC,06:35a,1h 0m,IST,18h 27m,LAX,,,LAS,12:39p,   Apr 8
1514,Multiple,64h,0m,2,1608,DAC,10:50a,18h 25m,DOH,21h 45m,LHR,,,LAS,01:50p,   Apr 9
1515,Multiple,64h,0m,2,1608,DAC,10:50a,19h 20m,DOH,20h 50m,LHR,,,LAS,01:50p,   Apr 9
1516,Multiple,28h,25m,2,1603,DAC,01:40a,3h 55m,DXB,3h 55m,FRA,,,JFK,08:05p,   Apr 8
